,essay_id,pred,demographic_value,demographic_variable
5642,AAAXMP138200002053812125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5643,2141002256,4.0,Economically disadvantaged,economically_disadvantaged
5644,2311000359,6.0,Not economically disadvantaged,economically_disadvantaged
5645,AAAXMP138200001906182850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5646,AAAXMP138200000987282144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5647,AAAXMP138200001271712810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5648,AAAXMP138200002023052850_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5649,AAAXMP138200001431022810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5650,2171006756,6.0,Not economically disadvantaged,economically_disadvantaged
5651,2431003564,4.0,Economically disadvantaged,economically_disadvantaged
5652,AAAXMP138200001151722850_OR,2.0,Not economically disadvantaged,economically_disadvantaged
5653,AAAXMP138200001012562125_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5654,5.45908E+12,6.0,,economically_disadvantaged
5655,5.15485E+12,6.0,,economically_disadvantaged
5656,AAAXMP138200001808652144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5657,AAAXMP138200001022812125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5658,AAAXMP138200001641892144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5659,AAAXMP138200001265542810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5660,AAAXMP138200001618982125_OR,5.0,Economically disadvantaged,economically_disadvantaged
5661,AAAXMP138200000535022810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5662,AAAXMP138200002013362810_OR,5.0,Economically disadvantaged,economically_disadvantaged
5663,AAAXMP138200001973182810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5664,AAAXMP138200001493712125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5665,2141002426,4.0,Not economically disadvantaged,economically_disadvantaged
5666,AAAXMP138200002143722810_OR,6.0,Economically disadvantaged,economically_disadvantaged
5667,AAAXMP138200001997392850_OR,4.0,Economically disadvantaged,economically_disadvantaged
5668,AAAXMP138200000613272125_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5669,563047115212010thLitAB,5.0,,economically_disadvantaged
5670,AAAXMP138200000887102810_OR,6.0,Economically disadvantaged,economically_disadvantaged
5671,5.63465E+12,6.0,,economically_disadvantaged
5672,2141006979,6.0,Not economically disadvantaged,economically_disadvantaged
5673,AAAXMP138200001991302144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5674,2311003579,6.0,Not economically disadvantaged,economically_disadvantaged
5675,2221000914,4.0,Not economically disadvantaged,economically_disadvantaged
5676,AAAXMP138200001827052810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5677,2251004179,6.0,Economically disadvantaged,economically_disadvantaged
5678,AAAXMP138200001095892144_OR,4.0,Not economically disadvantaged,economically_disadvantaged
5679,AAAXMP138200001051012144_OR,4.0,Not economically disadvantaged,economically_disadvantaged
5680,AAAXMP138200001378792125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5681,AAAXMP138200001765492144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5682,AAAXMP138200002134882144_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5683,AAAXMP138200000633482850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5684,2311003617,6.0,Economically disadvantaged,economically_disadvantaged
5685,2221006653,6.0,Not economically disadvantaged,economically_disadvantaged
5686,2141000245,1.0,Economically disadvantaged,economically_disadvantaged
5687,2311000626,1.0,Economically disadvantaged,economically_disadvantaged
5688,AAAXMP138200001695352125_OR,3.0,Economically disadvantaged,economically_disadvantaged
5689,AAAXMP138200001322792144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5690,AAAXMP138200000842702125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5691,2091003193,6.0,Not economically disadvantaged,economically_disadvantaged
5692,AAAXMP138200001341062810_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5693,AAAXMP138200001877192125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5694,AAAXMP138200002004142144_OR,6.0,Economically disadvantaged,economically_disadvantaged
5695,AAAXMP138200001783822144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5696,2141003856,6.0,Not economically disadvantaged,economically_disadvantaged
5697,AAAXMP138200002180612125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5698,2221006416,6.0,Not economically disadvantaged,economically_disadvantaged
5699,AAAXMP138200001786372144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5700,2431005117,2.0,Economically disadvantaged,economically_disadvantaged
5701,AAAXMP138200001038572850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5702,AAAUUP138180000393082125_OR,3.0,Economically disadvantaged,economically_disadvantaged
5703,2241007540,5.0,Not economically disadvantaged,economically_disadvantaged
5704,AAAXMP138200001330612850_OR,2.0,Not economically disadvantaged,economically_disadvantaged
5705,AAAXMP138200001179552810_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5706,5.63408E+12,6.0,,economically_disadvantaged
5707,2141007258,3.0,Not economically disadvantaged,economically_disadvantaged
5708,5.32016E+12,6.0,,economically_disadvantaged
5709,AAAXMP138200001473672850_OR,1.0,Not economically disadvantaged,economically_disadvantaged
5710,AAAXMP138200001643612125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5711,2081006963,4.0,Not economically disadvantaged,economically_disadvantaged
5712,AAAXMP138200001466512850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5713,5.6742E+12,6.0,,economically_disadvantaged
5714,AAAXMP138200001519412125_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5715,AAAXMP138200001502232850_OR,3.0,Economically disadvantaged,economically_disadvantaged
5716,5.10611E+12,4.0,,economically_disadvantaged
5717,AAAXMP138200001113272125_OR,1.0,Economically disadvantaged,economically_disadvantaged
5718,2141002132,3.0,Economically disadvantaged,economically_disadvantaged
5719,AAAXMP138200001100432125_OR,4.0,Economically disadvantaged,economically_disadvantaged
5720,AAAXMP138200001497682850_OR,3.0,Economically disadvantaged,economically_disadvantaged
5721,AAAXMP138200001472442810_OR,6.0,Economically disadvantaged,economically_disadvantaged
5722,AAAXMP138200000599862810_OR,4.0,Not economically disadvantaged,economically_disadvantaged
5723,AAAXMP138200001765612810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5724,AAAXMP138200002018142144_OR,5.0,Economically disadvantaged,economically_disadvantaged
5725,AAAXMP138200001781102810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5726,2171000111,2.0,Economically disadvantaged,economically_disadvantaged
5727,AAAXMP138200001453612850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5728,2141001454,6.0,Not economically disadvantaged,economically_disadvantaged
5729,AAAXMP138200001770022850_OR,6.0,Economically disadvantaged,economically_disadvantaged
5730,5.33041E+12,6.0,,economically_disadvantaged
5731,AAAXMP138200000803762850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5732,AAAXMP138200001123422144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5733,AAAXMP138200001936532125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5734,2431006369,4.0,Economically disadvantaged,economically_disadvantaged
5735,AAAXMP138200000638232125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5736,AAAXMP138200001875362810_OR,6.0,Economically disadvantaged,economically_disadvantaged
5737,2311001053,6.0,Economically disadvantaged,economically_disadvantaged
5738,AAAXMP138200001444742850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5739,2431005915,1.0,Economically disadvantaged,economically_disadvantaged
5740,AAAXMP138200001982312810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5741,AAAXMP138200001163832810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5742,AAAXMP138200001156622810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5743,AAAXMP138200002133382850_OR,2.0,Not economically disadvantaged,economically_disadvantaged
5744,AAAXMP138200001127142144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5745,AAAXMP138200001750052125_OR,2.0,Not economically disadvantaged,economically_disadvantaged
5746,AAAXMP138200002055472810_OR,5.0,Economically disadvantaged,economically_disadvantaged
5747,2141005662,6.0,Economically disadvantaged,economically_disadvantaged
5748,AAAXMP138200001045682125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5749,AAAXMP138200000692712810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5750,2241001371,6.0,Economically disadvantaged,economically_disadvantaged
5751,AAAXMP138200000960012810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5752,2081004481,6.0,Not economically disadvantaged,economically_disadvantaged
5753,AAAXMP138200001735302144_OR,6.0,Economically disadvantaged,economically_disadvantaged
5754,AAAUUP138180000086622125_OR,3.0,Economically disadvantaged,economically_disadvantaged
5755,AAAXMP138200001851852850_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5756,2251000246,3.0,Economically disadvantaged,economically_disadvantaged
5757,2431000735,6.0,Economically disadvantaged,economically_disadvantaged
5758,2271000357,4.0,Economically disadvantaged,economically_disadvantaged
5759,2241001355,6.0,Economically disadvantaged,economically_disadvantaged
5760,AAAXMP138200001959192144_OR,3.0,Economically disadvantaged,economically_disadvantaged
5761,AAAXMP138200000842692125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5762,AAAXMP138200001522142810_OR,6.0,Economically disadvantaged,economically_disadvantaged
5763,2271003925,6.0,Economically disadvantaged,economically_disadvantaged
5764,2091007326,2.0,Economically disadvantaged,economically_disadvantaged
5765,5.48158E+12,5.0,,economically_disadvantaged
5766,AAAXMP138200001776042850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5767,2141002728,6.0,Economically disadvantaged,economically_disadvantaged
5768,AAAXMP138200000830632125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5769,AAAXMP138200000608602810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5770,2251006724,3.0,Not economically disadvantaged,economically_disadvantaged
5771,2241005415,1.0,Economically disadvantaged,economically_disadvantaged
5772,2221003085,4.0,Economically disadvantaged,economically_disadvantaged
5773,AAAXMP138200001653222125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5774,2021003879,3.0,Not economically disadvantaged,economically_disadvantaged
5775,AAAXMP138200001261192810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5776,2171001819,5.0,Economically disadvantaged,economically_disadvantaged
5777,2171007680,6.0,Not economically disadvantaged,economically_disadvantaged
5778,5.24813E+12,6.0,,economically_disadvantaged
5779,AAAUUP138180000132282125_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5780,AAAXMP138200002211942810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5781,2421000236,3.0,Economically disadvantaged,economically_disadvantaged
5782,2221004774,4.0,Not economically disadvantaged,economically_disadvantaged
5783,AAAXMP138200000730482850_OR,2.0,Economically disadvantaged,economically_disadvantaged
5784,2091000631,2.0,Economically disadvantaged,economically_disadvantaged
5785,4.91342E+12,6.0,,economically_disadvantaged
5786,AAAXMP138200001830412850_OR,4.0,Not economically disadvantaged,economically_disadvantaged
5787,2221002917,4.0,Not economically disadvantaged,economically_disadvantaged
5788,5.36681E+12,5.0,,economically_disadvantaged
5789,2221003450,6.0,Not economically disadvantaged,economically_disadvantaged
5790,AAAXMP138200001086542125_OR,2.0,Not economically disadvantaged,economically_disadvantaged
5791,AAAXMP138200002216352850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5792,AAAXMP138200001850742850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5793,AAAXMP138200000805802144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5794,AAAXMP138200001291462144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5795,AAAXMP138200001066522850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5796,497776115212610thLitB,6.0,,economically_disadvantaged
5797,2081006491,6.0,Not economically disadvantaged,economically_disadvantaged
5798,AAAXMP138200001219582850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5799,AAAXMP138200000777242850_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5800,2081003654,3.0,Not economically disadvantaged,economically_disadvantaged
5801,AAAXMP138200001047692810_OR,6.0,Economically disadvantaged,economically_disadvantaged
5802,AAAXMP138200001351992850_OR,3.0,Economically disadvantaged,economically_disadvantaged
5803,AAAXMP138200001126522125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5804,2431006946,2.0,Not economically disadvantaged,economically_disadvantaged
5805,AAAXMP138200000729232810_OR,4.0,Not economically disadvantaged,economically_disadvantaged
5806,AAAXMP138200001706312850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5807,5.30593E+12,6.0,,economically_disadvantaged
5808,AAAXMP138200001375162125_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5809,AAAXMP138200001019692125_OR,4.0,Economically disadvantaged,economically_disadvantaged
5810,AAAXMP138200001778442125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5811,2431005346,6.0,Economically disadvantaged,economically_disadvantaged
5812,AAAXMP138200001877462810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5813,AAAXMP138200000794052125_OR,2.0,Not economically disadvantaged,economically_disadvantaged
5814,2271002961,6.0,Economically disadvantaged,economically_disadvantaged
5815,2081007536,3.0,Not economically disadvantaged,economically_disadvantaged
5816,2241001916,4.0,Economically disadvantaged,economically_disadvantaged
5817,AAAXMP138200001829642810_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5818,AAAXMP138200001317682810_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5819,2221005398,1.0,Economically disadvantaged,economically_disadvantaged
5820,AAAXMP138200001798902810_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5821,AAAXMP138200001770322125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5822,5.47484E+12,6.0,,economically_disadvantaged
5823,AAAUUP138180000100432125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5824,AAAXMP138200000834492125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5825,2251005078,6.0,Economically disadvantaged,economically_disadvantaged
5826,2271005278,6.0,Not economically disadvantaged,economically_disadvantaged
5827,2251000963,6.0,Not economically disadvantaged,economically_disadvantaged
5828,2221004464,6.0,Economically disadvantaged,economically_disadvantaged
5829,2021000136,6.0,Not economically disadvantaged,economically_disadvantaged
5830,2421000562,6.0,Economically disadvantaged,economically_disadvantaged
5831,2141006421,1.0,Economically disadvantaged,economically_disadvantaged
5832,2171003447,6.0,Not economically disadvantaged,economically_disadvantaged
5833,AAAXMP138200001604932144_OR,6.0,Economically disadvantaged,economically_disadvantaged
5834,2021007696,6.0,Not economically disadvantaged,economically_disadvantaged
5835,AAAXMP138200001919982125_OR,1.0,Economically disadvantaged,economically_disadvantaged
5836,2311000111,5.0,Economically disadvantaged,economically_disadvantaged
5837,533045115212610thLitB,5.0,,economically_disadvantaged
5838,AAAXMP138200000475362810_OR,5.0,Economically disadvantaged,economically_disadvantaged
5839,2171007051,2.0,Economically disadvantaged,economically_disadvantaged
5840,AAAXMP138200001465672810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5841,2141005115,2.0,Not economically disadvantaged,economically_disadvantaged
5842,2221000060,5.0,Not economically disadvantaged,economically_disadvantaged
5843,AAAXMP138200001246642850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5844,AAAXMP138200002020212810_OR,6.0,Economically disadvantaged,economically_disadvantaged
5845,AAAXMP138200000758072125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5846,2311005326,1.0,Economically disadvantaged,economically_disadvantaged
5847,AAAXMP138200000969742125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5848,AAAXMP138200000972242144_OR,6.0,Economically disadvantaged,economically_disadvantaged
5849,AAAXMP138200001370672810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5850,5.33124E+12,6.0,,economically_disadvantaged
5851,AAAXMP138200001747932810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5852,AAAXMP138200001910152810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5853,2021002171,6.0,Not economically disadvantaged,economically_disadvantaged
5854,AAAXMP138200001005572125_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5855,AAAXMP138200000824492850_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5856,2271002104,2.0,Not economically disadvantaged,economically_disadvantaged
5857,AAAXMP138200001618592144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5858,AAAUUP138180000117392125_OR_cleaned,2.0,Not economically disadvantaged,economically_disadvantaged
5859,AAAXMP138200001765752144_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5860,2091005471,5.0,Economically disadvantaged,economically_disadvantaged
5861,AAAXMP138200002057362810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5862,AAAXMP138200001812132810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5863,2221004022,3.0,Economically disadvantaged,economically_disadvantaged
5864,AAAXMP138200001860672144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5865,AAAXMP138200001863772850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5866,AAAXMP138200001157892125_OR,2.0,Not economically disadvantaged,economically_disadvantaged
5867,2141005646,6.0,Not economically disadvantaged,economically_disadvantaged
5868,2021002961,3.0,Economically disadvantaged,economically_disadvantaged
5869,AAAXMP138200000894482850_OR,2.0,Economically disadvantaged,economically_disadvantaged
5870,4.98934E+12,2.0,,economically_disadvantaged
5871,AAAUUP138180000126192125_OR,4.0,Not economically disadvantaged,economically_disadvantaged
5872,AAAUUP138180000127792125_OR,2.0,Not economically disadvantaged,economically_disadvantaged
5873,AAAXMP138200001681872850_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5874,2171005610,3.0,Economically disadvantaged,economically_disadvantaged
5875,2241003161,2.0,Economically disadvantaged,economically_disadvantaged
5876,AAAXMP138200001485392144_OR,4.0,Economically disadvantaged,economically_disadvantaged
5877,2171007639,5.0,Not economically disadvantaged,economically_disadvantaged
5878,AAAXMP138200000639022125_OR,1.0,Economically disadvantaged,economically_disadvantaged
5879,AAAXMP138200000946122125_OR,3.0,Economically disadvantaged,economically_disadvantaged
5880,AAAXMP138200001613332144_OR,6.0,Economically disadvantaged,economically_disadvantaged
5881,4.85871E+12,6.0,,economically_disadvantaged
5882,AAAXMP138200001297812850_OR,1.0,Economically disadvantaged,economically_disadvantaged
5883,2091005030,3.0,Not economically disadvantaged,economically_disadvantaged
5884,AAAXMP138200001451562144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5885,AAAXMP138200002168212850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5886,AAAXMP138200001727822810_OR,6.0,Economically disadvantaged,economically_disadvantaged
5887,AAAXMP138200001877492125_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5888,AAAXMP138200001923302125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5889,5.79185E+12,6.0,,economically_disadvantaged
5890,2091005323,6.0,Economically disadvantaged,economically_disadvantaged
5891,AAAXMP138200001322992125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5892,AAAXMP138200000669882810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5893,AAAUUP138180000134362125_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5894,AAAXMP138200000863572125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5895,AAAXMP138200001340432810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5896,AAAXMP138200001054152850_OR,1.0,Economically disadvantaged,economically_disadvantaged
5897,5.41867E+12,6.0,,economically_disadvantaged
5898,AAAXMP138200000752892810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5899,AAAXMP138200001194152810_OR,6.0,Economically disadvantaged,economically_disadvantaged
5900,AAAXMP138200000506402125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5901,AAAXMP138200002008052810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5902,AAAXMP138200001730672125_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5903,AAAXMP138200001312542810_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5904,AAAXMP138200001992662850_OR,3.0,Economically disadvantaged,economically_disadvantaged
5905,AAAXMP138200001247042125_OR,1.0,Economically disadvantaged,economically_disadvantaged
5906,AAAXMP138200000978802125_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5907,AAAXMP138200001562412144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5908,AAAXMP138200000686132810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5909,AAAXMP138200001921702144_OR,3.0,Economically disadvantaged,economically_disadvantaged
5910,2421005751,4.0,Economically disadvantaged,economically_disadvantaged
5911,2221000451,4.0,Economically disadvantaged,economically_disadvantaged
5912,AAAXMP138200001949562125_OR,5.0,Economically disadvantaged,economically_disadvantaged
5913,AAAXMP138200002118382850_OR,4.0,Economically disadvantaged,economically_disadvantaged
5914,AAAXMP138200001122302850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5915,AAAXMP138200001334542810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5916,2421002492,2.0,Economically disadvantaged,economically_disadvantaged
5917,2021006754,6.0,Not economically disadvantaged,economically_disadvantaged
5918,AAAXMP138200000886312125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5919,5.75004E+12,6.0,,economically_disadvantaged
5920,AAAXMP138200001227492810_OR,6.0,Economically disadvantaged,economically_disadvantaged
5921,2171002351,3.0,Economically disadvantaged,economically_disadvantaged
5922,AAAXMP138200001280802850_OR,2.0,Economically disadvantaged,economically_disadvantaged
5923,AAAXMP138200001615162810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5924,AAAXMP138200001139522810_OR,6.0,Economically disadvantaged,economically_disadvantaged
5925,2171003544,6.0,Economically disadvantaged,economically_disadvantaged
5926,AAAXMP138200001398782125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5927,5.6727E+12,6.0,,economically_disadvantaged
5928,AAAXMP138200001654252125_OR,2.0,Economically disadvantaged,economically_disadvantaged
5929,AAAXMP138200001122992850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5930,AAAXMP138200001958262144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5931,AAAXMP138200000780482810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5932,2141005409,5.0,Not economically disadvantaged,economically_disadvantaged
5933,2431004251,5.0,Not economically disadvantaged,economically_disadvantaged
5934,2221003271,3.0,Not economically disadvantaged,economically_disadvantaged
5935,AAAXMP138200001809972144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5936,AAAXMP138200001051812850_OR,6.0,Economically disadvantaged,economically_disadvantaged
5937,AAAXMP138200000673642850_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5938,2171000596,4.0,Not economically disadvantaged,economically_disadvantaged
5939,AAAXMP138200001114952125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5940,AAAXMP138200000691762850_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5941,5.40953E+12,3.0,,economically_disadvantaged
5942,5.72403E+12,3.0,,economically_disadvantaged
5943,2431006911,4.0,Not economically disadvantaged,economically_disadvantaged
5944,2251005221,2.0,Economically disadvantaged,economically_disadvantaged
5945,5.28961E+12,5.0,,economically_disadvantaged
5946,2171002408,6.0,Economically disadvantaged,economically_disadvantaged
5947,AAAXMP138200002138362125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5948,2221002003,3.0,Economically disadvantaged,economically_disadvantaged
5949,5.86666E+12,6.0,,economically_disadvantaged
5950,2141003741,3.0,Economically disadvantaged,economically_disadvantaged
5951,AAAXMP138200001142502810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5952,AAAXMP138200002118742850_OR,2.0,Not economically disadvantaged,economically_disadvantaged
5953,AAAXMP138200001892462850_OR,4.0,Economically disadvantaged,economically_disadvantaged
5954,5.56757E+12,5.0,,economically_disadvantaged
5955,AAAXMP138200001127232125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5956,AAAXMP138200002118312144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5957,2271007351,4.0,Not economically disadvantaged,economically_disadvantaged
5958,2251005663,2.0,Not economically disadvantaged,economically_disadvantaged
5959,5.12997E+12,6.0,,economically_disadvantaged
5960,AAAXMP138200001801202144_OR,6.0,Economically disadvantaged,economically_disadvantaged
5961,AAAXMP138200001512592125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5962,AAAXMP138200002004562810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5963,AAAXMP138200000876862810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5964,AAAXMP138200001202962810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5965,2091002006,6.0,Economically disadvantaged,economically_disadvantaged
5966,4.52938E+12,6.0,,economically_disadvantaged
5967,AAAUUP138180000297252125_OR,2.0,Economically disadvantaged,economically_disadvantaged
5968,AAAXMP138200002112352810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5969,AAAXMP138200001537282810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5970,AAAXMP138200000914752810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5971,5.74434E+12,1.0,,economically_disadvantaged
5972,2421003847,6.0,Not economically disadvantaged,economically_disadvantaged
5973,AAAXMP138200002145722144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5974,AAAXMP138200000543682810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5975,5.83534E+12,6.0,,economically_disadvantaged
5976,AAAXMP138200001402552850_OR,6.0,Economically disadvantaged,economically_disadvantaged
5977,AAAXMP138200001090392125_OR,6.0,Economically disadvantaged,economically_disadvantaged
5978,2271003585,5.0,Not economically disadvantaged,economically_disadvantaged
5979,AAAUUP138180000023902125_OR,3.0,Not economically disadvantaged,economically_disadvantaged
5980,2141000636,6.0,Economically disadvantaged,economically_disadvantaged
5981,2271004166,6.0,Not economically disadvantaged,economically_disadvantaged
5982,2311005067,4.0,Not economically disadvantaged,economically_disadvantaged
5983,AAAXMP138200001871802810_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5984,4.45502E+12,1.0,,economically_disadvantaged
5985,AAAXMP138200002157752810_OR,5.0,Economically disadvantaged,economically_disadvantaged
5986,AAAXMP138200002160682810_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5987,AAAXMP138200001727742144_OR,6.0,Economically disadvantaged,economically_disadvantaged
5988,AAAXMP138200000584472125_OR,6.0,Not economically disadvantaged,economically_disadvantaged
5989,AAAXMP138200000870042125_OR,4.0,Not economically disadvantaged,economically_disadvantaged
5990,AAAXMP138200001746382125_OR,2.0,Not economically disadvantaged,economically_disadvantaged
5991,2311003706,6.0,Not economically disadvantaged,economically_disadvantaged
5992,2271001396,5.0,Not economically disadvantaged,economically_disadvantaged
5993,2241005725,4.0,Economically disadvantaged,economically_disadvantaged
5994,5.74864E+12,4.0,,economically_disadvantaged
5995,AAAXMP138200001837282144_OR,6.0,Economically disadvantaged,economically_disadvantaged
5996,5.07943E+12,5.0,,economically_disadvantaged
5997,2431005273,2.0,Not economically disadvantaged,economically_disadvantaged
5998,AAAXMP138200000667402850_OR,5.0,Not economically disadvantaged,economically_disadvantaged
5999,2311002556,6.0,Not economically disadvantaged,economically_disadvantaged
6000,AAAXMP138200000788232850_OR,2.0,Not economically disadvantaged,economically_disadvantaged
6001,AAAXMP138200001431822125_OR,3.0,Economically disadvantaged,economically_disadvantaged
6002,AAAXMP138200001492382144_OR,6.0,Not economically disadvantaged,economically_disadvantaged
