,essay_id,pred,demographic_value,demographic_variable
3991,AAAXMP138200000803412144_OR,1.0,11,grade_level
3992,AAAXMP138200000803542144_OR,1.0,Not identified as having disability,student_disability_status
3993,AAAXMP138200000803682125_OR,1.0,11,grade_level
3994,AAAXMP138200000803702850_OR,1.0,8,grade_level
3995,AAAXMP138200000803762850_OR,1.0,Not economically disadvantaged,economically_disadvantaged
3996,AAAXMP138200000803782144_OR,1.0,11,grade_level
3997,AAAXMP138200000803812144_OR,1.0,11,grade_level
3998,AAAXMP138200000803822144_OR,1.0,No,ell_status
3999,AAAXMP138200000803832125_OR,1.0,11,grade_level
4000,AAAXMP138200000803842144_OR,1.0,11,grade_level
4001,AAAXMP138200000804332125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4002,AAAXMP138200000804342144_OR,1.0,No,ell_status
4003,AAAXMP138200000804502144_OR,1.0,F,gender
4004,AAAXMP138200000804802850_OR,1.0,No,ell_status
4005,AAAXMP138200000805082810_OR,1.0,M,gender
4006,AAAXMP138200000805282810_OR,1.0,Not identified as having disability,student_disability_status
4007,AAAXMP138200000805442850_OR,1.0,Identified as having disability,student_disability_status
4008,AAAXMP138200000805552850_OR,1.0,F,gender
4009,AAAXMP138200000805802144_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4010,AAAXMP138200000806092850_OR,1.0,M,gender
4011,AAAXMP138200000806282144_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4012,AAAXMP138200000806682144_OR_cleaned,1.0,M,gender
4013,AAAXMP138200000806832144_OR,1.0,M,gender
4014,AAAXMP138200000806862144_OR,1.0,Hispanic/Latino,race_ethnicity
4015,AAAXMP138200000807272125_OR,1.0,Not identified as having disability,student_disability_status
4016,AAAXMP138200000807342850_OR,1.0,Economically disadvantaged,economically_disadvantaged
4017,AAAXMP138200000807382850_OR,1.0,Black/African American,race_ethnicity
4018,AAAXMP138200000807462810_OR,1.0,F,gender
4019,AAAXMP138200000807592810_OR,1.0,M,gender
4020,AAAXMP138200000807782144_OR,1.0,11,grade_level
4021,AAAXMP138200000807792125_OR,1.0,M,gender
4022,AAAXMP138200000808032144_OR,1.0,Hispanic/Latino,race_ethnicity
4023,AAAXMP138200000808042125_OR,1.0,Economically disadvantaged,economically_disadvantaged
4024,AAAXMP138200000808062125_OR,1.0,M,gender
4025,AAAXMP138200000808382144_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4026,AAAXMP138200000808462144_OR,1.0,No,ell_status
4027,AAAXMP138200000808702810_OR,1.0,F,gender
4028,AAAXMP138200000808952810_OR,1.0,No,ell_status
4029,AAAXMP138200000809072810_OR,1.0,No,ell_status
4030,AAAXMP138200000809182810_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4031,AAAXMP138200000809392125_OR,1.0,Not identified as having disability,student_disability_status
4032,AAAXMP138200000809632144_OR,1.0,Asian/Pacific Islander,race_ethnicity
4033,AAAXMP138200000810212850_OR,1.0,8,grade_level
4034,AAAXMP138200000810222810_OR,1.0,Economically disadvantaged,economically_disadvantaged
4035,AAAXMP138200000810242810_OR,1.0,8,grade_level
4036,AAAXMP138200000810682810_OR,1.0,Economically disadvantaged,economically_disadvantaged
4037,AAAXMP138200000810972850_OR,1.0,8,grade_level
4038,AAAXMP138200000811252144_OR,1.0,M,gender
4039,AAAXMP138200000811452125_OR,1.0,11,grade_level
4040,AAAXMP138200000811702125_OR,1.0,Not identified as having disability,student_disability_status
4041,AAAXMP138200000811742144_OR,1.0,M,gender
4042,AAAXMP138200000811832125_OR,1.0,10,grade_level
4043,AAAXMP138200000811992144_OR,1.0,10,grade_level
4044,AAAXMP138200000812052125_OR,1.0,No,ell_status
4045,AAAXMP138200000812242850_OR,1.0,No,ell_status
4046,AAAXMP138200000812252810_OR,1.0,M,gender
4047,AAAXMP138200000812362144_OR,1.0,Economically disadvantaged,economically_disadvantaged
4048,AAAXMP138200000812492810_OR,1.0,Black/African American,race_ethnicity
4049,AAAXMP138200000812662850_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4050,AAAXMP138200000812862810_OR,1.0,F,gender
4051,AAAXMP138200000812872810_OR,1.0,M,gender
4052,AAAXMP138200000813622810_OR,1.0,Economically disadvantaged,economically_disadvantaged
4053,AAAXMP138200000813632125_OR,1.0,M,gender
4054,AAAXMP138200000813822125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4055,AAAXMP138200000814692125_OR,1.0,White,race_ethnicity
4056,AAAXMP138200000815372810_OR,1.0,Not identified as having disability,student_disability_status
4057,AAAXMP138200000815472810_OR,1.0,Hispanic/Latino,race_ethnicity
4058,AAAXMP138200000816162810_OR,1.0,M,gender
4059,AAAXMP138200000816182850_OR,1.0,Black/African American,race_ethnicity
4060,AAAXMP138200000816232810_OR,1.0,8,grade_level
4061,AAAXMP138200000816712850_OR,1.0,Not identified as having disability,student_disability_status
4062,AAAXMP138200000816922125_OR,1.0,11,grade_level
4063,AAAXMP138200000817512125_OR,1.0,No,ell_status
4064,AAAXMP138200000818642810_OR,1.0,F,gender
4065,AAAXMP138200000819202125_OR,1.0,10,grade_level
4066,AAAXMP138200000819272125_OR,1.0,11,grade_level
4067,AAAXMP138200000819342810_OR,1.0,No,ell_status
4068,AAAXMP138200000819582125_OR,1.0,Economically disadvantaged,economically_disadvantaged
4069,AAAXMP138200000819902125_OR,1.0,Asian/Pacific Islander,race_ethnicity
4070,AAAXMP138200000820152144_OR,1.0,10,grade_level
4071,AAAXMP138200000820222144_OR,1.0,Economically disadvantaged,economically_disadvantaged
4072,AAAXMP138200000820232144_OR,1.0,No,ell_status
4073,AAAXMP138200000820362850_OR,1.0,Not identified as having disability,student_disability_status
4074,AAAXMP138200000820402850_OR,1.0,White,race_ethnicity
4075,AAAXMP138200000820682144_OR,1.0,F,gender
4076,AAAXMP138200000820732144_OR,1.0,Not identified as having disability,student_disability_status
4077,AAAXMP138200000821092125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4078,AAAXMP138200000821192125_OR,1.0,Not identified as having disability,student_disability_status
4079,AAAXMP138200000821252850_OR,1.0,M,gender
4080,AAAXMP138200000821282810_OR,1.0,Not identified as having disability,student_disability_status
4081,AAAXMP138200000822102144_OR,1.0,No,ell_status
4082,AAAXMP138200000823012144_OR,1.0,10,grade_level
4083,AAAXMP138200000823042144_OR,1.0,No,ell_status
4084,AAAXMP138200000823052144_OR,1.0,10,grade_level
4085,AAAXMP138200000823082144_OR,1.0,Not identified as having disability,student_disability_status
4086,AAAXMP138200000823612125_OR,1.0,Not identified as having disability,student_disability_status
4087,AAAXMP138200000823662144_OR,1.0,Not identified as having disability,student_disability_status
4088,AAAXMP138200000824492850_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4089,AAAXMP138200000824862125_OR,1.0,M,gender
4090,AAAXMP138200000824872125_OR,1.0,11,grade_level
4091,AAAXMP138200000825322144_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4092,AAAXMP138200000825552144_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4093,AAAXMP138200000825712144_OR,1.0,Black/African American,race_ethnicity
4094,AAAXMP138200000825912144_OR,1.0,Economically disadvantaged,economically_disadvantaged
4095,AAAXMP138200000825972125_OR,1.0,No,ell_status
4096,AAAXMP138200000826082850_OR,1.0,Hispanic/Latino,race_ethnicity
4097,AAAXMP138200000826162125_OR,1.0,Black/African American,race_ethnicity
4098,AAAXMP138200000826232125_OR,1.0,11,grade_level
4099,AAAXMP138200000826452810_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4100,AAAXMP138200000827232810_OR,1.0,No,ell_status
4101,AAAXMP138200000827552125_OR,1.0,No,ell_status
4102,AAAXMP138200000827812144_OR,1.0,Not identified as having disability,student_disability_status
4103,AAAXMP138200000829282125_OR,1.0,Asian/Pacific Islander,race_ethnicity
4104,AAAXMP138200000829912125_OR,1.0,11,grade_level
4105,AAAXMP138200000830632125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4106,AAAXMP138200000830752144_OR,1.0,Two or more races/Other,race_ethnicity
4107,AAAXMP138200000831172850_OR,1.0,F,gender
4108,AAAXMP138200000831462144_OR,1.0,Not identified as having disability,student_disability_status
4109,AAAXMP138200000831922144_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4110,AAAXMP138200000831932144_OR,1.0,Not identified as having disability,student_disability_status
4111,AAAXMP138200000834052125_OR,1.0,Not identified as having disability,student_disability_status
4112,AAAXMP138200000834442850_OR,1.0,Yes,ell_status
4113,AAAXMP138200000834492125_OR,1.0,Economically disadvantaged,economically_disadvantaged
4114,AAAXMP138200000835572144_OR,1.0,No,ell_status
4115,AAAXMP138200000835772125_OR,1.0,Not identified as having disability,student_disability_status
4116,AAAXMP138200000838392144_OR,1.0,Hispanic/Latino,race_ethnicity
4117,AAAXMP138200000838732810_OR,1.0,Asian/Pacific Islander,race_ethnicity
4118,AAAXMP138200000839452144_OR,1.0,11,grade_level
4119,AAAXMP138200000839792125_OR,1.0,Black/African American,race_ethnicity
4120,AAAXMP138200000839802810_OR,1.0,No,ell_status
4121,AAAXMP138200000840532125_OR,1.0,No,ell_status
4122,AAAXMP138200000840632125_OR,1.0,Not identified as having disability,student_disability_status
4123,AAAXMP138200000841202850_OR,1.0,8,grade_level
4124,AAAXMP138200000842422144_OR,1.0,11,grade_level
4125,AAAXMP138200000842692125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4126,AAAXMP138200000842702125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4127,AAAXMP138200000842792810_OR,1.0,M,gender
4128,AAAXMP138200000843272810_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4129,AAAXMP138200000845972850_OR,1.0,No,ell_status
4130,AAAXMP138200000846392810_OR,1.0,Black/African American,race_ethnicity
4131,AAAXMP138200000849952144_OR,1.0,11,grade_level
4132,AAAXMP138200000850812125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4133,AAAXMP138200000851282144_OR,1.0,Asian/Pacific Islander,race_ethnicity
4134,AAAXMP138200000854162810_OR,1.0,Black/African American,race_ethnicity
4135,AAAXMP138200000857092810_OR,1.0,Not identified as having disability,student_disability_status
4136,AAAXMP138200000859682810_OR,1.0,Economically disadvantaged,economically_disadvantaged
4137,AAAXMP138200000860152125_OR,1.0,11,grade_level
4138,AAAXMP138200000860652125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4139,AAAXMP138200000861182125_OR,1.0,F,gender
4140,AAAXMP138200000861192144_OR,1.0,10,grade_level
4141,AAAXMP138200000861322850_OR,1.0,F,gender
4142,AAAXMP138200000862692125_OR,1.0,Asian/Pacific Islander,race_ethnicity
4143,AAAXMP138200000862752144_OR,1.0,Not identified as having disability,student_disability_status
4144,AAAXMP138200000863002144_OR,1.0,Not identified as having disability,student_disability_status
4145,AAAXMP138200000863572125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4146,AAAXMP138200000864012125_OR,1.0,Economically disadvantaged,economically_disadvantaged
4147,AAAXMP138200000864252144_OR,1.0,Black/African American,race_ethnicity
4148,AAAXMP138200000865262125_OR,1.0,Identified as having disability,student_disability_status
4149,AAAXMP138200000866362125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4150,AAAXMP138200000867302144_OR,1.0,Hispanic/Latino,race_ethnicity
4151,AAAXMP138200000868632850_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4152,AAAXMP138200000869932144_OR,1.0,F,gender
4153,AAAXMP138200000870042125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4154,AAAXMP138200000870472125_OR,1.0,Not identified as having disability,student_disability_status
4155,AAAXMP138200000870802125_OR,1.0,Economically disadvantaged,economically_disadvantaged
4156,AAAXMP138200000872482850_OR,1.0,Economically disadvantaged,economically_disadvantaged
4157,AAAXMP138200000873192810_OR,1.0,White,race_ethnicity
4158,AAAXMP138200000873902810_OR,1.0,8,grade_level
4159,AAAXMP138200000875522850_OR,1.0,M,gender
4160,AAAXMP138200000876512810_OR,1.0,White,race_ethnicity
4161,AAAXMP138200000876862810_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4162,AAAXMP138200000877672850_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4163,AAAXMP138200000878292850_OR,1.0,Hispanic/Latino,race_ethnicity
4164,AAAXMP138200000878402125_OR,1.0,Hispanic/Latino,race_ethnicity
4165,AAAXMP138200000878612810_OR,1.0,White,race_ethnicity
4166,AAAXMP138200000878622850_OR,1.0,No,ell_status
4167,AAAXMP138200000878642125_OR,1.0,Hispanic/Latino,race_ethnicity
4168,AAAXMP138200000878932850_OR,1.0,8,grade_level
4169,AAAXMP138200000879562850_OR,1.0,Identified as having disability,student_disability_status
4170,AAAXMP138200000880722125_OR,1.0,Identified as having disability,student_disability_status
4171,AAAXMP138200000880942125_OR,1.0,11,grade_level
4172,AAAXMP138200000881202850_OR,1.0,No,ell_status
4173,AAAXMP138200000881242810_OR,1.0,8,grade_level
4174,AAAXMP138200000881852125_OR,1.0,Hispanic/Latino,race_ethnicity
4175,AAAXMP138200000883152850_OR,1.0,F,gender
4176,AAAXMP138200000885062850_OR,1.0,Two or more races/Other,race_ethnicity
4177,AAAXMP138200000885592125_OR,1.0,11,grade_level
4178,AAAXMP138200000885792810_OR,1.0,Not identified as having disability,student_disability_status
4179,AAAXMP138200000885942850_OR,1.0,8,grade_level
4180,AAAXMP138200000886212810_OR,1.0,F,gender
4181,AAAXMP138200000886302125_OR,1.0,F,gender
4182,AAAXMP138200000886312125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4183,AAAXMP138200000886602810_OR,1.0,Not identified as having disability,student_disability_status
4184,AAAXMP138200000886612850_OR,1.0,8,grade_level
4185,AAAXMP138200000886942144_OR,1.0,Identified as having disability,student_disability_status
4186,AAAXMP138200000887102810_OR,1.0,Economically disadvantaged,economically_disadvantaged
4187,AAAXMP138200000887352850_OR,1.0,Hispanic/Latino,race_ethnicity
4188,AAAXMP138200000887512850_OR,1.0,8,grade_level
4189,AAAXMP138200000887542850_OR,1.0,8,grade_level
4190,AAAXMP138200000887762144_OR,1.0,11,grade_level
4191,AAAXMP138200000889012810_OR,1.0,8,grade_level
4192,AAAXMP138200000889572810_OR,1.0,F,gender
4193,AAAXMP138200000889612810_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4194,AAAXMP138200000889842850_OR,1.0,No,ell_status
4195,AAAXMP138200000890092850_OR,1.0,8,grade_level
4196,AAAXMP138200000890122850_OR,1.0,8,grade_level
4197,AAAXMP138200000891102810_OR,1.0,M,gender
4198,AAAXMP138200000892672850_OR,1.0,No,ell_status
4199,AAAXMP138200000893002144_OR,1.0,Black/African American,race_ethnicity
4200,AAAXMP138200000893082810_OR,1.0,Not identified as having disability,student_disability_status
4201,AAAXMP138200000894442810_OR,1.0,Economically disadvantaged,economically_disadvantaged
4202,AAAXMP138200000894482850_OR,1.0,Economically disadvantaged,economically_disadvantaged
4203,AAAXMP138200000895622850_OR,1.0,M,gender
4204,AAAXMP138200000895952810_OR,1.0,White,race_ethnicity
4205,AAAXMP138200000896362125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4206,AAAXMP138200000897722810_OR,1.0,M,gender
4207,AAAXMP138200000898262810_OR,1.0,F,gender
4208,AAAXMP138200000899052810_OR,1.0,No,ell_status
4209,AAAXMP138200000899062810_OR,1.0,M,gender
4210,AAAXMP138200000899312810_OR,1.0,Identified as having disability,student_disability_status
4211,AAAXMP138200000900712850_OR,1.0,Hispanic/Latino,race_ethnicity
4212,AAAXMP138200000901552850_OR,1.0,White,race_ethnicity
4213,AAAXMP138200000902072125_OR,1.0,Not identified as having disability,student_disability_status
4214,AAAXMP138200000902752850_OR,1.0,8,grade_level
4215,AAAXMP138200000903102810_OR,1.0,No,ell_status
4216,AAAXMP138200000904742125_OR,1.0,Asian/Pacific Islander,race_ethnicity
4217,AAAXMP138200000904872810_OR,1.0,F,gender
4218,AAAXMP138200000905132144_OR,1.0,White,race_ethnicity
4219,AAAXMP138200000905462144_OR,1.0,No,ell_status
4220,AAAXMP138200000905992144_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4221,AAAXMP138200000906472810_OR,1.0,Not identified as having disability,student_disability_status
4222,AAAXMP138200000906482850_OR,1.0,Two or more races/Other,race_ethnicity
4223,AAAXMP138200000906582125_OR,1.0,No,ell_status
4224,AAAXMP138200000907232810_OR,1.0,Not identified as having disability,student_disability_status
4225,AAAXMP138200000907262125_OR,1.0,11,grade_level
4226,AAAXMP138200000907992125_OR,1.0,Hispanic/Latino,race_ethnicity
4227,AAAXMP138200000908262144_OR,1.0,M,gender
4228,AAAXMP138200000908272144_OR,1.0,No,ell_status
4229,AAAXMP138200000908692810_OR,1.0,F,gender
4230,AAAXMP138200000908702810_OR,1.0,No,ell_status
4231,AAAXMP138200000908812125_OR,1.0,No,ell_status
4232,AAAXMP138200000909532125_OR,1.0,No,ell_status
4233,AAAXMP138200000909852125_OR,1.0,M,gender
4234,AAAXMP138200000910192144_OR,1.0,Economically disadvantaged,economically_disadvantaged
4235,AAAXMP138200000910722810_OR,1.0,No,ell_status
4236,AAAXMP138200000910752810_OR,1.0,White,race_ethnicity
4237,AAAXMP138200000911452810_OR,1.0,F,gender
4238,AAAXMP138200000911472850_OR,1.0,8,grade_level
4239,AAAXMP138200000911482810_OR,1.0,Not identified as having disability,student_disability_status
4240,AAAXMP138200000911532144_OR,1.0,Not identified as having disability,student_disability_status
4241,AAAXMP138200000911892125_OR,1.0,Economically disadvantaged,economically_disadvantaged
4242,AAAXMP138200000911902810_OR,1.0,Not identified as having disability,student_disability_status
4243,AAAXMP138200000912732125_OR,1.0,No,ell_status
4244,AAAXMP138200000913482144_OR,1.0,No,ell_status
4245,AAAXMP138200000913492125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4246,AAAXMP138200000913622850_OR,1.0,F,gender
4247,AAAXMP138200000913652810_OR,1.0,M,gender
4248,AAAXMP138200000913942125_OR,1.0,M,gender
4249,AAAXMP138200000914162125_OR,1.0,M,gender
4250,AAAXMP138200000914752810_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4251,AAAXMP138200000914922144_OR,1.0,Not identified as having disability,student_disability_status
4252,AAAXMP138200000915112850_OR,1.0,No,ell_status
4253,AAAXMP138200000915162144_OR,1.0,Not identified as having disability,student_disability_status
4254,AAAXMP138200000917102144_OR,1.0,Black/African American,race_ethnicity
4255,AAAXMP138200000917202144_OR,1.0,Not identified as having disability,student_disability_status
4256,AAAXMP138200000917262125_OR,1.0,No,ell_status
4257,AAAXMP138200000917482125_OR,1.0,No,ell_status
4258,AAAXMP138200000918282144_OR,1.0,Asian/Pacific Islander,race_ethnicity
4259,AAAXMP138200000918362144_OR,1.0,11,grade_level
4260,AAAXMP138200000918442125_OR,1.0,No,ell_status
4261,AAAXMP138200000918802810_OR,1.0,Not identified as having disability,student_disability_status
4262,AAAXMP138200000918952125_OR,1.0,No,ell_status
4263,AAAXMP138200000919302125_OR,1.0,Two or more races/Other,race_ethnicity
4264,AAAXMP138200000920472810_OR,1.0,Not identified as having disability,student_disability_status
4265,AAAXMP138200000920792125_OR,1.0,White,race_ethnicity
4266,AAAXMP138200000921482125_OR,1.0,M,gender
4267,AAAXMP138200000921522144_OR,1.0,Economically disadvantaged,economically_disadvantaged
4268,AAAXMP138200000922002810_OR,1.0,M,gender
4269,AAAXMP138200000922022810_OR,1.0,8,grade_level
4270,AAAXMP138200000922302810_OR,1.0,Hispanic/Latino,race_ethnicity
4271,AAAXMP138200000922762125_OR,1.0,M,gender
4272,AAAXMP138200000922822144_OR,1.0,No,ell_status
4273,AAAXMP138200000922892850_OR,1.0,Not identified as having disability,student_disability_status
4274,AAAXMP138200000922992810_OR,1.0,M,gender
4275,AAAXMP138200000923042810_OR,1.0,F,gender
4276,AAAXMP138200000923502125_OR,1.0,White,race_ethnicity
4277,AAAXMP138200000923612850_OR,1.0,8,grade_level
4278,AAAXMP138200000924492144_OR,1.0,White,race_ethnicity
4279,AAAXMP138200000924782125_OR,1.0,Black/African American,race_ethnicity
4280,AAAXMP138200000925102810_OR,1.0,Not identified as having disability,student_disability_status
4281,AAAXMP138200000925192144_OR,1.0,11,grade_level
4282,AAAXMP138200000925432144_OR,1.0,Economically disadvantaged,economically_disadvantaged
4283,AAAXMP138200000925642850_OR,1.0,F,gender
4284,AAAXMP138200000925912125_OR,1.0,Not identified as having disability,student_disability_status
4285,AAAXMP138200000926632144_OR,1.0,F,gender
4286,AAAXMP138200000927242850_OR,1.0,No,ell_status
4287,AAAXMP138200000927562125_OR,1.0,Economically disadvantaged,economically_disadvantaged
4288,AAAXMP138200000927582144_OR,1.0,10,grade_level
4289,AAAXMP138200000927892144_OR,1.0,No,ell_status
4290,AAAXMP138200000928592144_OR,1.0,Not identified as having disability,student_disability_status
4291,AAAXMP138200000929232144_OR,1.0,Economically disadvantaged,economically_disadvantaged
4292,AAAXMP138200000929432125_OR,1.0,No,ell_status
4293,AAAXMP138200000929882144_OR,1.0,F,gender
4294,AAAXMP138200000929922144_OR,1.0,M,gender
4295,AAAXMP138200000930442850_OR,1.0,Not identified as having disability,student_disability_status
4296,AAAXMP138200000931222144_OR,1.0,Not identified as having disability,student_disability_status
4297,AAAXMP138200000931502125_OR,1.0,11,grade_level
4298,AAAXMP138200000931562810_OR,1.0,M,gender
4299,AAAXMP138200000931612125_OR,1.0,Not identified as having disability,student_disability_status
4300,AAAXMP138200000932062125_OR,1.0,Not identified as having disability,student_disability_status
4301,AAAXMP138200000932322125_OR,1.0,Not identified as having disability,student_disability_status
4302,AAAXMP138200000932552144_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4303,AAAXMP138200000932562144_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4304,AAAXMP138200000933112125_OR,1.0,No,ell_status
4305,AAAXMP138200000933462144_OR,1.0,Black/African American,race_ethnicity
4306,AAAXMP138200000934952125_OR,1.0,Not identified as having disability,student_disability_status
4307,AAAXMP138200000935112850_OR,1.0,Hispanic/Latino,race_ethnicity
4308,AAAXMP138200000935362144_OR,1.0,Identified as having disability,student_disability_status
4309,AAAXMP138200000935832144_OR,1.0,Not identified as having disability,student_disability_status
4310,AAAXMP138200000935862125_OR,1.0,11,grade_level
4311,AAAXMP138200000936412125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4312,AAAXMP138200000936902125_OR,1.0,Not identified as having disability,student_disability_status
4313,AAAXMP138200000938452125_OR,1.0,11,grade_level
4314,AAAXMP138200000938592850_OR,1.0,Asian/Pacific Islander,race_ethnicity
4315,AAAXMP138200000938612125_OR,1.0,Not identified as having disability,student_disability_status
4316,AAAXMP138200000939842810_OR,1.0,No,ell_status
4317,AAAXMP138200000939912144_OR,1.0,No,ell_status
4318,AAAXMP138200000940122125_OR,1.0,No,ell_status
4319,AAAXMP138200000940442144_OR,1.0,M,gender
4320,AAAXMP138200000940452144_OR,1.0,10,grade_level
4321,AAAXMP138200000941172810_OR,1.0,White,race_ethnicity
4322,AAAXMP138200000941902125_OR,1.0,No,ell_status
4323,AAAXMP138200000942012810_OR,1.0,No,ell_status
4324,AAAXMP138200000943542144_OR,1.0,White,race_ethnicity
4325,AAAXMP138200000943852125_OR,1.0,Asian/Pacific Islander,race_ethnicity
4326,AAAXMP138200000943942125_OR,1.0,M,gender
4327,AAAXMP138200000944392850_OR,1.0,F,gender
4328,AAAXMP138200000944452810_OR,1.0,M,gender
4329,AAAXMP138200000944762144_OR,1.0,No,ell_status
4330,AAAXMP138200000944982144_OR,1.0,Not identified as having disability,student_disability_status
4331,AAAXMP138200000945202144_OR,1.0,Not identified as having disability,student_disability_status
4332,AAAXMP138200000945392125_OR,1.0,F,gender
4333,AAAXMP138200000945492144_OR,1.0,Asian/Pacific Islander,race_ethnicity
4334,AAAXMP138200000945952125_OR,1.0,Hispanic/Latino,race_ethnicity
4335,AAAXMP138200000946122125_OR,1.0,Economically disadvantaged,economically_disadvantaged
4336,AAAXMP138200000946172810_OR,1.0,Not identified as having disability,student_disability_status
4337,AAAXMP138200000947392850_OR,1.0,8,grade_level
4338,AAAXMP138200000947652125_OR,1.0,Not identified as having disability,student_disability_status
4339,AAAXMP138200000948542125_OR,1.0,F,gender
4340,AAAXMP138200000948552125_OR,1.0,Black/African American,race_ethnicity
4341,AAAXMP138200000949662810_OR,1.0,No,ell_status
4342,AAAXMP138200000949872850_OR,1.0,Yes,ell_status
4343,AAAXMP138200000949912125_OR,1.0,Not identified as having disability,student_disability_status
4344,AAAXMP138200000950132125_OR,1.0,Not identified as having disability,student_disability_status
4345,AAAXMP138200000950142125_OR,1.0,M,gender
4346,AAAXMP138200000950772810_OR,1.0,Yes,ell_status
4347,AAAXMP138200000950982125_OR,1.0,Two or more races/Other,race_ethnicity
4348,AAAXMP138200000951652144_OR,1.0,11,grade_level
4349,AAAXMP138200000951702144_OR,1.0,Not identified as having disability,student_disability_status
4350,AAAXMP138200000951752144_OR,1.0,Economically disadvantaged,economically_disadvantaged
4351,AAAXMP138200000951782125_OR,1.0,Hispanic/Latino,race_ethnicity
4352,AAAXMP138200000951972810_OR,1.0,Hispanic/Latino,race_ethnicity
4353,AAAXMP138200000952522125_OR,1.0,Hispanic/Latino,race_ethnicity
4354,AAAXMP138200000952652144_OR,1.0,M,gender
4355,AAAXMP138200000953012144_OR,1.0,Economically disadvantaged,economically_disadvantaged
4356,AAAXMP138200000953032144_OR,1.0,Not identified as having disability,student_disability_status
4357,AAAXMP138200000953502144_OR,1.0,Not identified as having disability,student_disability_status
4358,AAAXMP138200000953672810_OR,1.0,Hispanic/Latino,race_ethnicity
4359,AAAXMP138200000953732125_OR,1.0,Not identified as having disability,student_disability_status
4360,AAAXMP138200000954522144_OR,1.0,Black/African American,race_ethnicity
4361,AAAXMP138200000955162144_OR,1.0,White,race_ethnicity
4362,AAAXMP138200000955202125_OR,1.0,F,gender
4363,AAAXMP138200000955632125_OR,1.0,Identified as having disability,student_disability_status
4364,AAAXMP138200000955772144_OR,1.0,Not identified as having disability,student_disability_status
4365,AAAXMP138200000955892125_OR,1.0,No,ell_status
4366,AAAXMP138200000956212125_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4367,AAAXMP138200000956232125_OR,1.0,F,gender
4368,AAAXMP138200000956272125_OR,1.0,Hispanic/Latino,race_ethnicity
4369,AAAXMP138200000956512125_OR,1.0,11,grade_level
4370,AAAXMP138200000956812125_OR,1.0,Identified as having disability,student_disability_status
4371,AAAXMP138200000957352810_OR,1.0,Black/African American,race_ethnicity
4372,AAAXMP138200000957462125_OR,1.0,No,ell_status
4373,AAAXMP138200000957752810_OR,1.0,Not identified as having disability,student_disability_status
4374,AAAXMP138200000958132144_OR,1.0,Identified as having disability,student_disability_status
4375,AAAXMP138200000958452125_OR,1.0,11,grade_level
4376,AAAXMP138200000958502125_OR,1.0,F,gender
4377,AAAXMP138200000958522125_OR,1.0,F,gender
4378,AAAXMP138200000958922125_OR,1.0,White,race_ethnicity
4379,AAAXMP138200000958942810_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4380,AAAXMP138200000959512810_OR,1.0,White,race_ethnicity
4381,AAAXMP138200000959552850_OR,1.0,Two or more races/Other,race_ethnicity
4382,AAAXMP138200000959562810_OR,1.0,Asian/Pacific Islander,race_ethnicity
4383,AAAXMP138200000959652144_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4384,AAAXMP138200000959822125_OR,1.0,No,ell_status
4385,AAAXMP138200000959892125_OR,1.0,No,ell_status
4386,AAAXMP138200000959952125_OR,1.0,11,grade_level
4387,AAAXMP138200000960012810_OR,1.0,Not economically disadvantaged,economically_disadvantaged
4388,AAAXMP138200000960472144_OR,1.0,No,ell_status
