essay_id,demographic_value,pred
AAAXMP138200001519662125_OR,"Economically disadvantaged","SCORE OF 4"
AAAXMP138200002151712125_OR,"Not economically disadvantaged","SCORE OF 4"
2221003131,"Not economically disadvantaged","Score: 2"
AAAXMP138200002199932850_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200001481152125_OR,"Economically disadvantaged","Score: 3"
AAAXMP138200000927562125_OR,"Economically disadvantaged","4"
2251002753,"Economically disadvantaged","4"
2171002483,"Not economically disadvantaged","Score: 4"
2431004234,"Economically disadvantaged","Score: 4"
AAAXMP138200002192562144_OR,"Economically disadvantaged","4"
AAAXMP138200000690122810_OR,"Not economically disadvantaged","4"
AAAXMP138200001378302850_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001119702125_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200000810222810_OR,"Economically disadvantaged","3"
AAAXMP138200001090122125_OR,"Economically disadvantaged","Score: 5"
2081001686,"Economically disadvantaged","4"
AAAXMP138200001461232810_OR,"Not economically disadvantaged","SCORE: 5"
5.33783E+12,"","4"
AAAXMP138200001295672144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200002115692125_OR,"Not economically disadvantaged","4"
AAAXMP138200001080132810_OR,"Not economically disadvantaged","4"
2421005084,"Economically disadvantaged","4"
2431006016,"Not economically disadvantaged","4"
AAAXMP138200001760262850_OR,"Not economically disadvantaged","Score: 3"
2081003549,"Economically disadvantaged","4"
2021000730,"Economically disadvantaged","Score: 3"
AAAXMP138200000793642850_OR,"Not economically disadvantaged","4"
5.46919E+12,"","3"
2241003765,"Economically disadvantaged","3"
AAAXMP138200000506142810_OR,"Not economically disadvantaged","3"
2241001941,"Not economically disadvantaged","Score: 5"
AAAXMP138200000808042125_OR,"Economically disadvantaged","4"
2141001195,"Economically disadvantaged","4"
2021004042,"Economically disadvantaged","SCORE OF 3"
AAAXMP138200001571702850_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001539712144_OR,"Not economically disadvantaged","4"
AAAXMP138200001940152125_OR,"Not economically disadvantaged","4"
5.33976E+12,"","4"
AAAXMP138200002080792810_OR,"Economically disadvantaged","4"
2271002929,"Economically disadvantaged","3"
AAAXMP138200001913982850_OR,"Economically disadvantaged","SCORE OF 4"
2241002301,"Not economically disadvantaged","4"
AAAXMP138200001101692144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200002196942850_OR,"Not economically disadvantaged","Score: 4"
5.24436E+12,"","3"
AAAXMP138200002070982850_OR,"Not economically disadvantaged","SCORE OF 4"
4.64072E+12,"","Score: 4"
AAAXMP138200000958942810_OR,"Not economically disadvantaged","Score: 4"
5.40336E+12,"","4"
AAAXMP138200000675052850_OR,"Not economically disadvantaged","Score: 3"
AAAXMP138200001069172144_OR,"Not economically disadvantaged","4"
4.69393E+12,"","4"
2171002033,"Not economically disadvantaged","4"
AAAXMP138200001783882850_OR,"Not economically disadvantaged","4"
5.53202E+12,"","4"
AAAXMP138200002067362850_OR,"Not economically disadvantaged","4"
AAAXMP138200001596182125_OR,"Not economically disadvantaged","4"
AAAXMP138200002196442810_OR,"Not economically disadvantaged","4"
AAAXMP138200000778572810_OR,"Economically disadvantaged","Score: 5"
2431003904,"Not economically disadvantaged","Score: 3"
AAAXMP138200002188972125_OR,"Not economically disadvantaged","4"
AAAXMP138200001401292125_OR,"Economically disadvantaged","SCORE OF 4"
AAAXMP138200001916462144_OR,"Economically disadvantaged","4"
2141002639,"Not economically disadvantaged","4"
2311005831,"Economically disadvantaged","3"
AAAXMP138200001127102125_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200001061182810_OR,"Not economically disadvantaged","4"
2311003366,"Not economically disadvantaged","Score: 4"
2221006661,"Not economically disadvantaged","4"
AAAXMP138200001598432125_OR,"Not economically disadvantaged","4"
2171004036,"Economically disadvantaged","3"
AAAXMP138200002200152144_OR,"Not economically disadvantaged","Score: 4"
2271001523,"Not economically disadvantaged","3"
2311001096,"Not economically disadvantaged","3"
5.37724E+12,"","4"
2271005308,"Not economically disadvantaged","4"
2251003211,"Economically disadvantaged","4"
2021001582,"Not economically disadvantaged","Score: 4"
AAAXMP138200001624872850_OR,"Not economically disadvantaged","3"
AAAXMP138200001723212144_OR,"Not economically disadvantaged","4"
AAAXMP138200001476952850_OR,"Not economically disadvantaged","Score: 5"
2081003344,"Economically disadvantaged","SCORE OF 2"
AAAXMP138200002203962125_OR,"Economically disadvantaged","SCORE OF 3"
AAAXMP138200001225942810_OR,"Not economically disadvantaged","4"
AAAXMP138200000810682810_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200001653022125_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200000759432144_OR,"Not economically disadvantaged","Score: 5"
2221006882,"Not economically disadvantaged","3"
AAAXMP138200001990682850_OR,"Not economically disadvantaged","Score: 4"
2141000644,"Economically disadvantaged","4"
5.82143E+12,"","4"
AAAXMP138200001532572125_OR,"Not economically disadvantaged","4"
AAAXMP138200001326032810_OR,"Not economically disadvantaged","4"
2241007281,"Not economically disadvantaged","3"
AAAXMP138200001663252850_OR,"Economically disadvantaged","4"
AAAXMP138200001144372144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001350842810_OR,"Not economically disadvantaged","4"
2311007281,"Not economically disadvantaged","4"
5.07177E+12,"","4"
AAAXMP138200001069512810_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200000813822125_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001479842850_OR,"Not economically disadvantaged","Score: 4"
4.88419E+12,"","Score: 5"
AAAXMP138200001284562125_OR,"Not economically disadvantaged","5"
AAAXMP138200001898242810_OR,"Not economically disadvantaged","4"
AAAXMP138200000808382144_OR,"Not economically disadvantaged","4"
2141002361,"Economically disadvantaged","3"
AAAXMP138200000466912810_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200001770332125_OR,"Not economically disadvantaged","SCORE OF 4"
AAAXMP138200001995812810_OR,"Not economically disadvantaged","SCORE OF 3"
2421000899,"Not economically disadvantaged","4"
AAAXMP138200002003492810_OR,"Not economically disadvantaged","4"
2081003280,"Not economically disadvantaged","3"
AAAXMP138200000651862810_OR,"Economically disadvantaged","Score: 5"
2311006721,"Economically disadvantaged","Score: 3"
2021007025,"Not economically disadvantaged","4"
AAAXMP138200001375672810_OR,"Not economically disadvantaged","4"
AAAXMP138200002131022810_OR,"Economically disadvantaged","4"
AAAXMP138200001724122144_OR,"Not economically disadvantaged","Score: 5"
2091001280,"Not economically disadvantaged","4"
2081002232,"Not economically disadvantaged","4"
AAAXMP138200001714392810_OR,"Not economically disadvantaged","4"
2311001975,"Economically disadvantaged","SCORE OF 4"
AAAXMP138200001969822850_OR,"Economically disadvantaged","4"
2431005354,"Not economically disadvantaged","Score: 4"
2421004479,"Economically disadvantaged","4"
AAAXMP138200001634892125_OR,"Economically disadvantaged","Score: 3"
AAAXMP138200000613592810_OR,"Not economically disadvantaged","4"
AAAXMP138200001194122810_OR,"Economically disadvantaged","4"
2431002258,"Not economically disadvantaged","Score: 5"
AAAXMP138200000791152810_OR,"Not economically disadvantaged","4"
AAAXMP138200000820222144_OR,"Economically disadvantaged","4"
AAAXMP138200001827522810_OR,"Not economically disadvantaged","4"
AAAXMP138200002067332810_OR,"Not economically disadvantaged","Score: 4"
2091007652,"Not economically disadvantaged","4"
AAAXMP138200001392952144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001829162144_OR,"Not economically disadvantaged","4"
AAAXMP138200000983332850_OR,"Not economically disadvantaged","Score: 3"
2141001951,"Not economically disadvantaged","3"
AAAXMP138200002121932144_OR,"Not economically disadvantaged","3"
2241006322,"Economically disadvantaged","4"
AAAXMP138200002199782810_OR,"Economically disadvantaged","4"
2431005541,"Not economically disadvantaged","Score: 2"
AAAXMP138200001258182810_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001416582125_OR,"Economically disadvantaged","3"
5.51683E+12,"","4"
AAAXMP138200001815642810_OR,"Economically disadvantaged","3"
AAAXMP138200001047482125_OR,"Not economically disadvantaged","4"
AAAXMP138200001368542810_OR,"Economically disadvantaged","4"
AAAXMP138200001921712125_OR,"Not economically disadvantaged","Score: 5"
2241005016,"Not economically disadvantaged","3"
2221001244,"Not economically disadvantaged","Score: 3"
2251003148,"Not economically disadvantaged","Score: 4"
AAAXMP138200001776062810_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001802602810_OR,"Economically disadvantaged","4"
AAAXMP138200000796172144_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001366122850_OR,"Not economically disadvantaged","Score: 2"
AAAXMP138200001433952850_OR,"Not economically disadvantaged","Score: 5"
2091000372,"Economically disadvantaged","SCORE: 3"
2141001039,"Economically disadvantaged","4"
AAAXMP138200002138922810_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200001707092125_OR,"Not economically disadvantaged","Score: 5"
2091003550,"Economically disadvantaged","4"
AAAXMP138200001815792850_OR,"Not economically disadvantaged","Score: 3"
5.32562E+12,"","4"
2241007612,"Not economically disadvantaged","3"
AAAXMP138200001222602810_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200002078872144_OR,"Not economically disadvantaged","4"
2021005731,"Economically disadvantaged","Score: 5"
AAAXMP138200001490902810_OR,"Not economically disadvantaged","3"
AAAXMP138200000819582125_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200001080122125_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200000911892125_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200000582342144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001413362850_OR,"Not economically disadvantaged","SCORE OF 4"
5.05883E+12,"","4"
AAAXMP138200002138242125_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200001353372810_OR,"Economically disadvantaged","SCORE OF 5"
AAAXMP138200001094972125_OR,"Not economically disadvantaged","4"
AAAXMP138200001543192125_OR,"Economically disadvantaged","4"
AAAXMP138200000481242810_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001212522144_OR,"Not economically disadvantaged","Score: 5"
2421006579,"Not economically disadvantaged","4"
AAAXMP138200000796182125_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200001266022850_OR,"Not economically disadvantaged","Score: 4"
2141005344,"Economically disadvantaged","4"
AAAXMP138200001500912810_OR,"Economically disadvantaged","4"
AAAXMP138200001881332125_OR,"Not economically disadvantaged","Score: 5"
5.83503E+12,"","Score: 5"
AAAXMP138200002053812125_OR,"Not economically disadvantaged","4"
2141002256,"Economically disadvantaged","3"
2311000359,"Not economically disadvantaged","Score: 5"
AAAXMP138200001906182850_OR,"Not economically disadvantaged","4"
AAAXMP138200000987282144_OR,"Not economically disadvantaged","SCORE: 6"
AAAXMP138200001271712810_OR,"Not economically disadvantaged","3"
AAAXMP138200002023052850_OR,"Not economically disadvantaged","SCORE OF 4"
AAAXMP138200001431022810_OR,"Not economically disadvantaged","4"
2171006756,"Not economically disadvantaged","4"
2431003564,"Economically disadvantaged","SCORE OF 2: The essay demonstrates little mastery, and is flawed by ONE OR MORE of the"
AAAXMP138200001151722850_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001012562125_OR,"Not economically disadvantaged","Score: 4"
5.45908E+12,"","4"
5.15485E+12,"","4"
AAAXMP138200001808652144_OR,"Not economically disadvantaged","Score: 6"
AAAXMP138200001022812125_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001641892144_OR,"Not economically disadvantaged","4"
AAAXMP138200001265542810_OR,"Not economically disadvantaged","4"
AAAXMP138200001618982125_OR,"Economically disadvantaged","3"
AAAXMP138200000535022810_OR,"Not economically disadvantaged","4"
AAAXMP138200002013362810_OR,"Economically disadvantaged","4"
AAAXMP138200001973182810_OR,"Not economically disadvantaged","5"
AAAXMP138200001493712125_OR,"Economically disadvantaged","3"
2141002426,"Not economically disadvantaged","4"
AAAXMP138200002143722810_OR,"Economically disadvantaged","SCORE OF 4"
AAAXMP138200001997392850_OR,"Economically disadvantaged","SCORE OF 4"
AAAXMP138200000613272125_OR,"Not economically disadvantaged","4"
563047115212010thLitAB,"","4"
AAAXMP138200000887102810_OR,"Economically disadvantaged","4"
5.63465E+12,"","4"
2141006979,"Not economically disadvantaged","3"
AAAXMP138200001991302144_OR,"Not economically disadvantaged","4"
2311003579,"Not economically disadvantaged","3"
2221000914,"Not economically disadvantaged","3"
AAAXMP138200001827052810_OR,"Not economically disadvantaged","4"
2251004179,"Economically disadvantaged","4"
AAAXMP138200001095892144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001051012144_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001378792125_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001765492144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200002134882144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200000633482850_OR,"Not economically disadvantaged","3"
2311003617,"Economically disadvantaged","Score: 4"
2221006653,"Not economically disadvantaged","Score: 3"
2141000245,"Economically disadvantaged","4"
2311000626,"Economically disadvantaged","Score: 4"
AAAXMP138200001695352125_OR,"Economically disadvantaged","4"
AAAXMP138200001322792144_OR,"Not economically disadvantaged","4"
AAAXMP138200000842702125_OR,"Not economically disadvantaged","SCORE OF 5"
2091003193,"Not economically disadvantaged","Score: 3"
AAAXMP138200001341062810_OR,"Not economically disadvantaged","4"
AAAXMP138200001877192125_OR,"Economically disadvantaged","4"
AAAXMP138200002004142144_OR,"Economically disadvantaged","Score: 3"
AAAXMP138200001783822144_OR,"Not economically disadvantaged","SCORE: 5"
2141003856,"Not economically disadvantaged","3"
AAAXMP138200002180612125_OR,"Economically disadvantaged","Score: 5"
2221006416,"Not economically disadvantaged","4"
AAAXMP138200001786372144_OR,"Not economically disadvantaged","4"
2431005117,"Economically disadvantaged","3"
AAAXMP138200001038572850_OR,"Not economically disadvantaged","Score: 5"
AAAUUP138180000393082125_OR,"Economically disadvantaged","SCORE OF 4"
2241007540,"Not economically disadvantaged","4"
AAAXMP138200001330612850_OR,"Not economically disadvantaged","3"
AAAXMP138200001179552810_OR,"Not economically disadvantaged","4"
5.63408E+12,"","4"
2141007258,"Not economically disadvantaged","Score: 4"
5.32016E+12,"","4"
AAAXMP138200001473672850_OR,"Not economically disadvantaged","4"
AAAXMP138200001643612125_OR,"Not economically disadvantaged","4"
2081006963,"Not economically disadvantaged","4"
AAAXMP138200001466512850_OR,"Not economically disadvantaged","Score: 5"
5.6742E+12,"","SCORE: 5"
AAAXMP138200001519412125_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001502232850_OR,"Economically disadvantaged","4"
5.10611E+12,"","4"
AAAXMP138200001113272125_OR,"Economically disadvantaged","SCORE OF 4"
2141002132,"Economically disadvantaged","4"
AAAXMP138200001100432125_OR,"Economically disadvantaged","3"
AAAXMP138200001497682850_OR,"Economically disadvantaged","SCORE OF 4"
AAAXMP138200001472442810_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200000599862810_OR,"Not economically disadvantaged","4"
AAAXMP138200001765612810_OR,"Not economically disadvantaged","4"
AAAXMP138200002018142144_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200001781102810_OR,"Not economically disadvantaged","4"
2171000111,"Economically disadvantaged","3"
AAAXMP138200001453612850_OR,"Not economically disadvantaged","SCORE: 4"
2141001454,"Not economically disadvantaged","Score: 3"
AAAXMP138200001770022850_OR,"Economically disadvantaged","Score: 4"
5.33041E+12,"","4"
AAAXMP138200000803762850_OR,"Not economically disadvantaged","4"
AAAXMP138200001123422144_OR,"Not economically disadvantaged","SCORE: 5"
AAAXMP138200001936532125_OR,"Economically disadvantaged","Score: 5"
2431006369,"Economically disadvantaged","3"
AAAXMP138200000638232125_OR,"Not economically disadvantaged","3"
AAAXMP138200001875362810_OR,"Economically disadvantaged","4"
2311001053,"Economically disadvantaged","I would give this essay a score of 4."
AAAXMP138200001444742850_OR,"Not economically disadvantaged","Score: 5"
2431005915,"Economically disadvantaged","4"
AAAXMP138200001982312810_OR,"Not economically disadvantaged","Score: 3"
AAAXMP138200001163832810_OR,"Not economically disadvantaged","3"
AAAXMP138200001156622810_OR,"Not economically disadvantaged","4"
AAAXMP138200002133382850_OR,"Not economically disadvantaged","4"
AAAXMP138200001127142144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001750052125_OR,"Not economically disadvantaged","4"
AAAXMP138200002055472810_OR,"Economically disadvantaged","3"
2141005662,"Economically disadvantaged","3"
AAAXMP138200001045682125_OR,"Economically disadvantaged","SCORE OF 4"
AAAXMP138200000692712810_OR,"Not economically disadvantaged","4"
2241001371,"Economically disadvantaged","Score: 4"
AAAXMP138200000960012810_OR,"Not economically disadvantaged","4"
2081004481,"Not economically disadvantaged","Score: 3"
AAAXMP138200001735302144_OR,"Economically disadvantaged","4"
AAAUUP138180000086622125_OR,"Economically disadvantaged","Score: 3"
AAAXMP138200001851852850_OR,"Not economically disadvantaged","3"
2251000246,"Economically disadvantaged","3"
2431000735,"Economically disadvantaged","Score: 4"
2271000357,"Economically disadvantaged","3"
2241001355,"Economically disadvantaged","4"
AAAXMP138200001959192144_OR,"Economically disadvantaged","Score: 3"
AAAXMP138200000842692125_OR,"Not economically disadvantaged","4"
AAAXMP138200001522142810_OR,"Economically disadvantaged","Score: 4"
2271003925,"Economically disadvantaged","4"
2091007326,"Economically disadvantaged","Score: 2"
5.48158E+12,"","4"
AAAXMP138200001776042850_OR,"Not economically disadvantaged","4"
2141002728,"Economically disadvantaged","SCORE OF 4"
AAAXMP138200000830632125_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200000608602810_OR,"Not economically disadvantaged","Score: 4"
2251006724,"Not economically disadvantaged","4"
2241005415,"Economically disadvantaged","3"
2221003085,"Economically disadvantaged","4"
AAAXMP138200001653222125_OR,"Not economically disadvantaged","4"
2021003879,"Not economically disadvantaged","Score: 4"
AAAXMP138200001261192810_OR,"Not economically disadvantaged","4"
2171001819,"Economically disadvantaged","Score: 3"
2171007680,"Not economically disadvantaged","SCORE: 2"
5.24813E+12,"","SCORE OF 4"
AAAUUP138180000132282125_OR,"Not economically disadvantaged","Score: 2"
AAAXMP138200002211942810_OR,"Not economically disadvantaged","4"
2421000236,"Economically disadvantaged","Score: 2"
2221004774,"Not economically disadvantaged","3"
AAAXMP138200000730482850_OR,"Economically disadvantaged","4"
2091000631,"Economically disadvantaged","4"
4.91342E+12,"","Score: 5"
AAAXMP138200001830412850_OR,"Not economically disadvantaged","Score: 5"
2221002917,"Not economically disadvantaged","4"
5.36681E+12,"","4"
2221003450,"Not economically disadvantaged","Score: 3"
AAAXMP138200001086542125_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200002216352850_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001850742850_OR,"Not economically disadvantaged","4"
AAAXMP138200000805802144_OR,"Not economically disadvantaged","4"
AAAXMP138200001291462144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001066522850_OR,"Not economically disadvantaged","SCORE OF 3"
497776115212610thLitB,"","4"
2081006491,"Not economically disadvantaged","4"
AAAXMP138200001219582850_OR,"Not economically disadvantaged","4"
AAAXMP138200000777242850_OR,"Not economically disadvantaged","Score: 3"
2081003654,"Not economically disadvantaged","4"
AAAXMP138200001047692810_OR,"Economically disadvantaged","4"
AAAXMP138200001351992850_OR,"Economically disadvantaged","4"
AAAXMP138200001126522125_OR,"Not economically disadvantaged","4"
2431006946,"Not economically disadvantaged","Score: 3"
AAAXMP138200000729232810_OR,"Not economically disadvantaged","4"
AAAXMP138200001706312850_OR,"Not economically disadvantaged","Score: 5"
5.30593E+12,"","Score: 4"
AAAXMP138200001375162125_OR,"Not economically disadvantaged","4"
AAAXMP138200001019692125_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200001778442125_OR,"Not economically disadvantaged","4"
2431005346,"Economically disadvantaged","Score: 3"
AAAXMP138200001877462810_OR,"Not economically disadvantaged","4"
AAAXMP138200000794052125_OR,"Not economically disadvantaged","Score: 4"
2271002961,"Economically disadvantaged","3"
2081007536,"Not economically disadvantaged","3"
2241001916,"Economically disadvantaged","3"
AAAXMP138200001829642810_OR,"Not economically disadvantaged","4"
AAAXMP138200001317682810_OR,"Not economically disadvantaged","3"
2221005398,"Economically disadvantaged","Score: 3"
AAAXMP138200001798902810_OR,"Not economically disadvantaged","4"
AAAXMP138200001770322125_OR,"Not economically disadvantaged","Score: 5"
5.47484E+12,"","Score: 4"
AAAUUP138180000100432125_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200000834492125_OR,"Economically disadvantaged","SCORE OF 4"
2251005078,"Economically disadvantaged","4"
2271005278,"Not economically disadvantaged","4"
2251000963,"Not economically disadvantaged","Score: 2"
2221004464,"Economically disadvantaged","Score: 4"
2021000136,"Not economically disadvantaged","4"
2421000562,"Economically disadvantaged","3"
2141006421,"Economically disadvantaged","4"
2171003447,"Not economically disadvantaged","4"
AAAXMP138200001604932144_OR,"Economically disadvantaged","SCORE OF 4: An essay in this category demonstrates adequate mastery, although it will have lapses"
2021007696,"Not economically disadvantaged","Score: 4"
AAAXMP138200001919982125_OR,"Economically disadvantaged","Score: 3"
2311000111,"Economically disadvantaged","SCORE OF 4"
533045115212610thLitB,"","Score: 4"
AAAXMP138200000475362810_OR,"Economically disadvantaged","4"
2171007051,"Economically disadvantaged","3"
AAAXMP138200001465672810_OR,"Not economically disadvantaged","SCORE: 4"
2141005115,"Not economically disadvantaged","3"
2221000060,"Not economically disadvantaged","Score: 2"
AAAXMP138200001246642850_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200002020212810_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200000758072125_OR,"Economically disadvantaged","4"
2311005326,"Economically disadvantaged","3"
AAAXMP138200000969742125_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200000972242144_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200001370672810_OR,"Not economically disadvantaged","Score: 4"
5.33124E+12,"","SCORE OF 4"
AAAXMP138200001747932810_OR,"Not economically disadvantaged","4"
AAAXMP138200001910152810_OR,"Not economically disadvantaged","4"
2021002171,"Not economically disadvantaged","4"
AAAXMP138200001005572125_OR,"Not economically disadvantaged","4"
AAAXMP138200000824492850_OR,"Not economically disadvantaged","3"
2271002104,"Not economically disadvantaged","3"
AAAXMP138200001618592144_OR,"Not economically disadvantaged","Score: 4"
AAAUUP138180000117392125_OR_cleaned,"Not economically disadvantaged","SCORE OF 2"
AAAXMP138200001765752144_OR,"Not economically disadvantaged","4"
2091005471,"Economically disadvantaged","4"
AAAXMP138200002057362810_OR,"Not economically disadvantaged","4"
AAAXMP138200001812132810_OR,"Not economically disadvantaged","4"
2221004022,"Economically disadvantaged","Score: 4"
AAAXMP138200001860672144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001863772850_OR,"Not economically disadvantaged","4"
AAAXMP138200001157892125_OR,"Not economically disadvantaged","4"
2141005646,"Not economically disadvantaged","4"
2021002961,"Economically disadvantaged","4"
AAAXMP138200000894482850_OR,"Economically disadvantaged","3"
4.98934E+12,"","3"
AAAUUP138180000126192125_OR,"Not economically disadvantaged","4"
AAAUUP138180000127792125_OR,"Not economically disadvantaged","4"
AAAXMP138200001681872850_OR,"Not economically disadvantaged","4"
2171005610,"Economically disadvantaged","3"
2241003161,"Economically disadvantaged","3"
AAAXMP138200001485392144_OR,"Economically disadvantaged","4"
2171007639,"Not economically disadvantaged","3"
AAAXMP138200000639022125_OR,"Economically disadvantaged","SCORE OF 3"
AAAXMP138200000946122125_OR,"Economically disadvantaged","4"
AAAXMP138200001613332144_OR,"Economically disadvantaged","SCORE: 5"
4.85871E+12,"","4"
AAAXMP138200001297812850_OR,"Economically disadvantaged","3"
2091005030,"Not economically disadvantaged","4"
AAAXMP138200001451562144_OR,"Not economically disadvantaged","4"
AAAXMP138200002168212850_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001727822810_OR,"Economically disadvantaged","4"
AAAXMP138200001877492125_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001923302125_OR,"Not economically disadvantaged","4"
5.79185E+12,"","Score: 4"
2091005323,"Economically disadvantaged","3"
AAAXMP138200001322992125_OR,"Not economically disadvantaged","4"
AAAXMP138200000669882810_OR,"Not economically disadvantaged","4"
AAAUUP138180000134362125_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200000863572125_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001340432810_OR,"Not economically disadvantaged","4"
AAAXMP138200001054152850_OR,"Economically disadvantaged","4"
5.41867E+12,"","4"
AAAXMP138200000752892810_OR,"Not economically disadvantaged","4"
AAAXMP138200001194152810_OR,"Economically disadvantaged","3"
AAAXMP138200000506402125_OR,"Not economically disadvantaged","4"
AAAXMP138200002008052810_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001730672125_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001312542810_OR,"Not economically disadvantaged","4"
AAAXMP138200001992662850_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200001247042125_OR,"Economically disadvantaged","SCORE OF 2"
AAAXMP138200000978802125_OR,"Not economically disadvantaged","4"
AAAXMP138200001562412144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200000686132810_OR,"Not economically disadvantaged","4"
AAAXMP138200001921702144_OR,"Economically disadvantaged","3."
2421005751,"Economically disadvantaged","4"
2221000451,"Economically disadvantaged","Score: 4"
AAAXMP138200001949562125_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200002118382850_OR,"Economically disadvantaged","SCORE OF 2: The essay demonstrates little mastery, and is flawed by several weaknesses, including a"
AAAXMP138200001122302850_OR,"Not economically disadvantaged","4"
AAAXMP138200001334542810_OR,"Not economically disadvantaged","4"
2421002492,"Economically disadvantaged","3"
2021006754,"Not economically disadvantaged","3"
AAAXMP138200000886312125_OR,"Not economically disadvantaged","4"
5.75004E+12,"","4"
AAAXMP138200001227492810_OR,"Economically disadvantaged","Score: 5"
2171002351,"Economically disadvantaged","4"
AAAXMP138200001280802850_OR,"Economically disadvantaged","SCORE OF 3"
AAAXMP138200001615162810_OR,"Not economically disadvantaged","4"
AAAXMP138200001139522810_OR,"Economically disadvantaged","Score: 5"
2171003544,"Economically disadvantaged","3"
AAAXMP138200001398782125_OR,"Economically disadvantaged","4"
5.6727E+12,"","SCORE OF 4"
AAAXMP138200001654252125_OR,"Economically disadvantaged","Score: 3"
AAAXMP138200001122992850_OR,"Not economically disadvantaged","3"
AAAXMP138200001958262144_OR,"Not economically disadvantaged","4"
AAAXMP138200000780482810_OR,"Not economically disadvantaged","4"
2141005409,"Not economically disadvantaged","4"
2431004251,"Not economically disadvantaged","3"
2221003271,"Not economically disadvantaged","Score: 4"
AAAXMP138200001809972144_OR,"Not economically disadvantaged","4"
AAAXMP138200001051812850_OR,"Economically disadvantaged","3"
AAAXMP138200000673642850_OR,"Not economically disadvantaged","4"
2171000596,"Not economically disadvantaged","3"
AAAXMP138200001114952125_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200000691762850_OR,"Not economically disadvantaged","Score: 4"
5.40953E+12,"","4"
5.72403E+12,"","4"
2431006911,"Not economically disadvantaged","Score: 4"
2251005221,"Economically disadvantaged","4"
5.28961E+12,"","4"
2171002408,"Economically disadvantaged","4"
AAAXMP138200002138362125_OR,"Economically disadvantaged","4"
2221002003,"Economically disadvantaged","SCORE OF 3: The essay demonstrates developing mastery, but is marked by several weaknesses. The student"
5.86666E+12,"","Score: 4"
2141003741,"Economically disadvantaged","4"
AAAXMP138200001142502810_OR,"Not economically disadvantaged","4"
AAAXMP138200002118742850_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001892462850_OR,"Economically disadvantaged","3"
